UTC_TIME,FUEL_USED_2,FUEL_USED_3,FUEL_USED_4,FW_GEO_ALTITUDE,VALUE_FOB,VALUE_FUEL_QTY_CT,VALUE_FUEL_QTY_FT1,VALUE_FUEL_QTY_FT2,VALUE_FUEL_QTY_FT3,VALUE_FUEL_QTY_FT4,VALUE_FUEL_QTY_LXT,VALUE_FUEL_QTY_RXT,FLIGHT_PHASE_COUNT,FUEL_USED_1,Flight,MSN
2011-03-02 09:17:51,,,,,,,,,,,,,,,V0132,A400M-0002
2011-03-02 09:17:52,0.0,0.0,0.0,264.875,32788.0,3037.0,2013.0,2773.0,2797.0,1955.0,10209.0,10006.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:17:53,0.0,0.0,0.0,264.875,32788.0,3037.0,2013.0,2773.0,2797.0,1955.0,10209.0,10006.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:17:54,0.0,0.0,0.0,264.875,32788.0,3037.0,2013.0,2773.0,2797.0,1955.0,10209.0,10006.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:17:55,0.0,0.0,0.0,264.875,32788.0,3037.0,2013.0,2773.0,2797.0,1955.0,10209.0,10006.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:17:56,0.0,0.0,0.0,264.875,32788.0,3037.0,2013.0,2773.0,2797.0,1955.0,10209.0,10006.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:17:57,0.0,0.0,0.0,264.875,32787.0,3037.0,2013.0,2773.0,2797.0,1955.0,10209.0,10005.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:17:58,0.0,0.0,0.0,264.875,32788.0,3037.0,2013.0,2773.0,2797.0,1955.0,10209.0,10005.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:17:59,0.0,0.0,0.0,264.875,32788.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10005.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:00,0.0,0.0,0.0,264.875,32788.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10005.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:01,0.0,0.0,0.0,264.75,32788.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10005.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:02,0.0,0.0,0.0,264.75,32787.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10004.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:03,0.0,0.0,0.0,264.75,32787.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10004.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:04,0.0,0.0,0.0,264.75,32786.0,3037.0,2013.0,2773.0,2797.0,1955.0,10209.0,10004.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:05,0.0,0.0,0.0,264.75,32787.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10004.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:06,0.0,0.0,0.0,264.75,32787.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10004.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:07,0.0,0.0,0.0,264.75,32787.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10004.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:08,0.0,0.0,0.0,264.75,32787.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10004.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:09,0.0,0.0,0.0,264.75,32787.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10004.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:10,0.0,0.0,0.0,264.875,32787.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10004.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:11,0.0,0.0,0.0,264.875,32787.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10004.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:12,0.0,0.0,0.0,264.875,32787.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10004.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:13,0.0,0.0,0.0,264.875,32787.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10004.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:14,0.0,0.0,0.0,264.875,32787.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10004.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:15,0.0,0.0,0.0,264.875,32788.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10005.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:16,0.0,0.0,0.0,264.875,32788.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10005.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:17,0.0,0.0,0.0,264.75,32788.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10005.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:18,0.0,0.0,0.0,264.75,32788.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10005.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:19,0.0,0.0,0.0,264.75,32789.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10006.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:20,0.0,0.0,0.0,264.625,32789.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10006.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:21,0.0,0.0,0.0,264.625,32789.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10006.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:22,0.0,0.0,0.0,264.625,32789.0,3037.0,2013.0,2773.0,2797.0,1955.0,10210.0,10006.0,1.0,0.0,V0132,A400M-0002
2011-03-02 09:18:23,0.0,0.0,0.0,264.625,32791.0,3037.0,2013.0,2773.0,2797.0,1955.0,10211.0,10007.0,1.0,0.0,V0132,A400M-0002
